https://cloud.google.com/ 	https://cloud.google.com/?hl=ko 	https	https
<br> 	<br /> 	<br>	<br>
<a href="https://cloud.google.com/contact/" track-type="contact" track-name="sales" track-metadata-eventDetail="bottom" track-metadata-position="bottom"> 	<a href="https://cloud.google.com/contact/?hl=ko" track-type="contact" track-name="sales" track-metadata-eventDetail="bottom" track-metadata-position="bottom"> 	<a>	<a>
Contact us 	문의하기 	contact	문의하기
</a> 	</a> 	</a>	</a>
</p> 	</p> 	</p>	</p>
<p> 	<p> 	<p>	<p>
Get a cloud boost. Work with a partner.	클라우드로 날개를 다세요. 파트너가 도와드립니다.	get	클라우드로
<br> 	<br /> 	<br>	<br>
<a href="https://cloud.withgoogle.com/partners/" track-type="partner" track-name="findPartner" track-metadata-eventDetail="bottom" track-metadata-position="bottom"> 	<a href="https://cloud.withgoogle.com/partners/" track-type="partner" track-name="findPartner" track-metadata-eventDetail="bottom" track-metadata-position="bottom"> 	<a>	<a>
Find a partner 	파트너 찾기 	find	파트너
</a> 	</a> 	</a>	</a>
</p> 	</p> 	</p>	</p>
<p> 	<p> 	<p>	<p>
Interested in becoming a partner?	파트너가 되고 싶으신가요?	interested	파트너가
<br> 	<br /> 	<br>	<br>
<a href="https://cloud.google.com/partners/become-a-partner/" track-type="partner" track-name="apply" track-metadata-eventDetail="bottom" track-metadata-position="bottom"> 	<a href="https://cloud.google.com/partners/become-a-partner/?hl=ko" track-type="partner" track-name="apply" track-metadata-eventDetail="bottom" track-metadata-position="bottom"> 	<a>	<a>
Apply here 	여기에서 신청하기 	apply	여기에서
</a> 	</a> 	</a>	</a>
</p> 	</p> 	</p>	</p>
</div> 	</div> 	</div>	</div>
</div> 	</div> 	</div>	</div>
</section> 	</section> 	</section>	</section>
</div> 	</div> 	</div>	</div>
</div>    	</div>   	</div>	</div>
</div> 	</div> 	</div>	</div>
</div> 	</div> 	</div>	</div>
<footer class="devsite-footer-linkboxes nocontent devsite-footer-linkboxes-all-backup ">	<footer class="devsite-footer-linkboxes nocontent devsite-footer-linkboxes-all-backup ">	<footer>	<footer>
<nav class="devsite-full-site-width">	<nav class="devsite-full-site-width">	<nav>	<nav>
<ul class="devsite-footer-linkboxes-list">	<ul class="devsite-footer-linkboxes-list">	<ul>	<ul>
<li class="devsite-footer-linkbox devsite-footer-linkbox-cloud">	<li class="devsite-footer-linkbox devsite-footer-linkbox-cloud">	<li>	<li>
<h3 class="devsite-footer-linkbox-heading">	<h3 class="devsite-footer-linkbox-heading">	<h3>	<h3>
Why Google	Google을 사용해야 하는 이유	why	google을
</h3>	</h3>	</h3>	</h3>
<ul class="devsite-footer-linkbox-list">	<ul class="devsite-footer-linkbox-list">	<ul>	<ul>
<li class="devsite-footer-linkbox-item">	<li class="devsite-footer-linkbox-item">	<li>	<li>
<a href="https://cloud.google.com/why-google-cloud/" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Choosing Google Cloud" track-type="footer" track-name="whyGoogle" track-metadata-eventDetail="choosingGoogleCloud" track-metadata-position="footer" > 	<a href="https://cloud.google.com/why-google-cloud/?hl=ko" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Choosing Google Cloud" track-type="footer" track-name="whyGoogle" track-metadata-eventDetail="choosingGoogleCloud" track-metadata-position="footer" > 	<a>	<a>
Choosing Google Cloud 	Google Cloud 선택 	choosing	google
</a>	</a>	</a>	</a>
</li>	</li>	</li>	</li>
<li class="devsite-footer-linkbox-item">	<li class="devsite-footer-linkbox-item">	<li>	<li>
<a href="https://cloud.google.com/security/" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer Trust and security" track-type="footer" track-name="whyGoogle" track-metadata-eventDetail="trustAndSecurity" track-metadata-position="footer" > 	<a href="https://cloud.google.com/security/?hl=ko" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer Trust and security" track-type="footer" track-name="whyGoogle" track-metadata-eventDetail="trustAndSecurity" track-metadata-position="footer" > 	<a>	<a>
Trust and security 	신뢰성 및 보안 	trust	신뢰성
</a>	</a>	</a>	</a>
</li>	</li>	</li>	</li>
<li class="devsite-footer-linkbox-item">	<li class="devsite-footer-linkbox-item">	<li>	<li>
<a href="https://cloud.google.com/open-cloud/" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer Open cloud" track-type="footer" track-name="whyGoogle" track-metadata-eventDetail="openCloud" track-metadata-position="footer" > 	<a href="https://cloud.google.com/open-cloud/?hl=ko" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer Open cloud" track-type="footer" track-name="whyGoogle" track-metadata-eventDetail="openCloud" track-metadata-position="footer" > 	<a>	<a>
Open cloud 	개방형 클라우드 	open	개방형
</a>	</a>	</a>	</a>
</li>	</li>	</li>	</li>
<li class="devsite-footer-linkbox-item">	<li class="devsite-footer-linkbox-item">	<li>	<li>
<a href="https://cloud.google.com/about/locations/" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer Data center locations" track-type="footer" track-name="whyGoogle" track-metadata-eventDetail="dataCenterLocations" track-metadata-position="footer" > 	<a href="https://cloud.google.com/about/locations/?hl=ko" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer Data center locations" track-type="footer" track-name="whyGoogle" track-metadata-eventDetail="dataCenterLocations" track-metadata-position="footer" > 	<a>	<a>
Data center locations 	데이터 센터 위치 	data	데이터
</a>	</a>	</a>	</a>
</li>	</li>	</li>	</li>
<li class="devsite-footer-linkbox-item">	<li class="devsite-footer-linkbox-item">	<li>	<li>
<a href="https://cloud.google.com/customers/" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer Customers and case studies" track-type="footer" track-name="whyGoogle" track-metadata-eventDetail="customersAndCaseStudies" track-metadata-position="footer" > 	<a href="https://cloud.google.com/customers/?hl=ko" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer Customers and case studies" track-type="footer" track-name="whyGoogle" track-metadata-eventDetail="customersAndCaseStudies" track-metadata-position="footer" > 	<a>	<a>
Customers and case studies 	고객 및 우수사례 	customers	고객
</a>	</a>	</a>	</a>
</li>	</li>	</li>	</li>
<li class="devsite-footer-linkbox-item">	<li class="devsite-footer-linkbox-item">	<li>	<li>
<a href="https://cloud.google.com/analyst-reports/" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer Analyst reports" track-type="footer" track-name="whyGoogle" track-metadata-eventDetail="analystReports" track-metadata-position="footer" > 	<a href="https://cloud.google.com/analyst-reports/?hl=ko" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer Analyst reports" track-type="footer" track-name="whyGoogle" track-metadata-eventDetail="analystReports" track-metadata-position="footer" > 	<a>	<a>
Analyst reports 	분석 보고서 	analyst	분석
</a>	</a>	</a>	</a>
</li>	</li>	</li>	</li>
<li class="devsite-footer-linkbox-item">	<li class="devsite-footer-linkbox-item">	<li>	<li>
<a href="https://cloud.google.com/whitepapers/" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer Whitepapers" track-type="footer" track-name="whyGoogle" track-metadata-eventDetail="whitepapers" track-metadata-position="footer" > 	<a href="https://cloud.google.com/whitepapers/?hl=ko" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer Whitepapers" track-type="footer" track-name="whyGoogle" track-metadata-eventDetail="whitepapers" track-metadata-position="footer" > 	<a>	<a>
Whitepapers 	백서 	whitepapers	백서
</a>	</a>	</a>	</a>
</li>	</li>	</li>	</li>
<li class="devsite-footer-linkbox-item">	<li class="devsite-footer-linkbox-item">	<li>	<li>
<a href="https://cloud.google.com" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Content Page Footer Linkbox" > 	<a href="https://cloud.google.com?hl=ko" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Content Page Footer Linkbox" > 	<a>	<a>
Products and pricing 	제품 및 가격 책정 	products	제품
</a>	</a>	</a>	</a>
</li>	</li>	</li>	</li>
<li class="devsite-footer-linkbox-item">	<li class="devsite-footer-linkbox-item">	<li>	<li>
<a href="https://cloud.google.com/pricing/" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer GCP pricing" track-type="footer" track-name="productsAndPricing" track-metadata-eventDetail="gcpPricing" track-metadata-position="footer" > 	<a href="https://cloud.google.com/pricing/?hl=ko" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer GCP pricing" track-type="footer" track-name="productsAndPricing" track-metadata-eventDetail="gcpPricing" track-metadata-position="footer" > 	<a>	<a>
GCP pricing 	GCP 가격 	gcp	gcp
</a>	</a>	</a>	</a>
</li>	</li>	</li>	</li>
<li class="devsite-footer-linkbox-item">	<li class="devsite-footer-linkbox-item">	<li>	<li>
<a href="//gsuite.google.com/pricing.html" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer G Suite pricing" track-type="footer" track-name="productsAndPricing" track-metadata-eventDetail="gSuitePricing" track-metadata-position="footer" > 	<a href="//gsuite.google.com/pricing.html?hl=ko" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer G Suite pricing" track-type="footer" track-name="productsAndPricing" track-metadata-eventDetail="gSuitePricing" track-metadata-position="footer" > 	<a>	<a>
G Suite pricing 	G Suite 가격 	g	g
</a>	</a>	</a>	</a>
</li>	</li>	</li>	</li>
<li class="devsite-footer-linkbox-item">	<li class="devsite-footer-linkbox-item">	<li>	<li>
<a href="https://cloud.google.com/maps-platform/pricing/" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer Maps Platform pricing" track-type="footer" track-name="productsAndPricing" track-metadata-eventDetail="mapsPlatformPricing" track-metadata-position="footer" > 	<a href="https://cloud.google.com/maps-platform/pricing/?hl=ko" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer Maps Platform pricing" track-type="footer" track-name="productsAndPricing" track-metadata-eventDetail="mapsPlatformPricing" track-metadata-position="footer" > 	<a>	<a>
Maps Platform pricing 	지도 플랫폼 가격 책정 	maps	지도
</a>	</a>	</a>	</a>
</li>	</li>	</li>	</li>
<li class="devsite-footer-linkbox-item">	<li class="devsite-footer-linkbox-item">	<li>	<li>
<a href="https://cloud.google.com/products/" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer See all products" track-type="footer" track-name="productsAndPricing" track-metadata-eventDetail="seeAllProducts" track-metadata-position="footer" > 	<a href="https://cloud.google.com/products/?hl=ko" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer See all products" track-type="footer" track-name="productsAndPricing" track-metadata-eventDetail="seeAllProducts" track-metadata-position="footer" > 	<a>	<a>
See all products 	모든 제품 보기 	see	모든
</a>	</a>	</a>	</a>
</li>	</li>	</li>	</li>
</ul>	</ul>	</ul>	</ul>
</li>	</li>	</li>	</li>
<li class="devsite-footer-linkbox devsite-footer-linkbox-cloud">	<li class="devsite-footer-linkbox devsite-footer-linkbox-cloud">	<li>	<li>
<h3 class="devsite-footer-linkbox-heading">	<h3 class="devsite-footer-linkbox-heading">	<h3>	<h3>
Solutions	솔루션	solutions	솔루션
</h3>	</h3>	</h3>	</h3>
<ul class="devsite-footer-linkbox-list">	<ul class="devsite-footer-linkbox-list">	<ul>	<ul>
<li class="devsite-footer-linkbox-item">	<li class="devsite-footer-linkbox-item">	<li>	<li>
<a href="https://cloud.google.com/solutions/ai/" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer Artificial intelligence" track-type="footer" track-name="solutions" track-metadata-eventDetail="artficialIntelligence" track-metadata-position="footer" > 	<a href="https://cloud.google.com/solutions/ai/?hl=ko" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer Artificial intelligence" track-type="footer" track-name="solutions" track-metadata-eventDetail="artficialIntelligence" track-metadata-position="footer" > 	<a>	<a>
Artificial intelligence 	인공지능 	artificial	인공지능
</a>	</a>	</a>	</a>
</li>	</li>	</li>	</li>
<li class="devsite-footer-linkbox-item">	<li class="devsite-footer-linkbox-item">	<li>	<li>
<a href="https://cloud.google.com/solutions/big-data/" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer Big data analytics" track-type="footer" track-name="solutions" track-metadata-eventDetail="bigDataAnalytics" track-metadata-position="footer" > 	<a href="https://cloud.google.com/solutions/big-data/?hl=ko" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer Big data analytics" track-type="footer" track-name="solutions" track-metadata-eventDetail="bigDataAnalytics" track-metadata-position="footer" > 	<a>	<a>
Big data analytics 	빅데이터 분석 	big	빅데이터
</a>	</a>	</a>	</a>
</li>	</li>	</li>	</li>
<li class="devsite-footer-linkbox-item">	<li class="devsite-footer-linkbox-item">	<li>	<li>
<a href="https://cloud.google.com/solutions/#transform-how-teams-work" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer Collaboration and productivity" track-type="footer" track-name="solutions" track-metadata-eventDetail="collaborationAndProductivity" track-metadata-position="footer" > 	<a href="https://cloud.google.com/solutions/?hl=ko#transform-how-teams-work" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer Collaboration and productivity" track-type="footer" track-name="solutions" track-metadata-eventDetail="collaborationAndProductivity" track-metadata-position="footer" > 	<a>	<a>
Collaboration and productivity 	공동작업 및 생산성 	collaboration	공동작업
</a>	</a>	</a>	</a>
</li>	</li>	</li>	</li>
<li class="devsite-footer-linkbox-item">	<li class="devsite-footer-linkbox-item">	<li>	<li>
<a href="https://cloud.google.com/solutions/continuous-delivery/" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer Continuous delivery" track-type="footer" track-name="solutions" track-metadata-eventDetail="continuousDelivery" track-metadata-position="footer" > 	<a href="https://cloud.google.com/solutions/continuous-delivery/?hl=ko" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer Continuous delivery" track-type="footer" track-name="solutions" track-metadata-eventDetail="continuousDelivery" track-metadata-position="footer" > 	<a>	<a>
Continuous delivery 	지속적 배포 	continuous	지속적
</a>	</a>	</a>	</a>
</li>	</li>	</li>	</li>
<li class="devsite-footer-linkbox-item">	<li class="devsite-footer-linkbox-item">	<li>	<li>
<a href="https://cloud.google.com/solutions/migration-center/" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer Migrate workloads" track-type="footer" track-name="solutions" track-metadata-eventDetail="migrateWorkloads" track-metadata-position="footer" > 	<a href="https://cloud.google.com/solutions/migration-center/?hl=ko" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer Migrate workloads" track-type="footer" track-name="solutions" track-metadata-eventDetail="migrateWorkloads" track-metadata-position="footer" > 	<a>	<a>
Migrate workloads 	작업 부하 이전 	migrate	작업
</a>	</a>	</a>	</a>
</li>	</li>	</li>	</li>
<li class="devsite-footer-linkbox-item">	<li class="devsite-footer-linkbox-item">	<li>	<li>
<a href="https://cloud.google.com/solutions/mobile/" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer Mobile apps and sites" track-type="footer" track-name="solutions" track-metadata-eventDetail="mobileAppsAndSites" track-metadata-position="footer" > 	<a href="https://cloud.google.com/solutions/mobile/?hl=ko" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer Mobile apps and sites" track-type="footer" track-name="solutions" track-metadata-eventDetail="mobileAppsAndSites" track-metadata-position="footer" > 	<a>	<a>
Mobile apps and sites 	모바일 앱 및 사이트 	mobile	모바일
</a>	</a>	</a>	</a>
</li>	</li>	</li>	</li>
<li class="devsite-footer-linkbox-item">	<li class="devsite-footer-linkbox-item">	<li>	<li>
<a href="https://cloud.google.com/serverless/" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer Serverless computing" track-type="footer" track-name="solutions" track-metadata-eventDetail="serverlessComputing" track-metadata-position="footer" > 	<a href="https://cloud.google.com/serverless/?hl=ko" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer Serverless computing" track-type="footer" track-name="solutions" track-metadata-eventDetail="serverlessComputing" track-metadata-position="footer" > 	<a>	<a>
Serverless computing 	서버리스 컴퓨팅 	serverless	서버리스
</a>	</a>	</a>	</a>
</li>	</li>	</li>	</li>
<li class="devsite-footer-linkbox-item">	<li class="devsite-footer-linkbox-item">	<li>	<li>
<a href="https://cloud.google.com/solutions/#industry-solutions" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer Industry solutions" track-type="footer" track-name="solutions" track-metadata-eventDetail="industrySolutions" track-metadata-position="footer" > 	<a href="https://cloud.google.com/solutions/?hl=ko#industry-solutions" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer Industry solutions" track-type="footer" track-name="solutions" track-metadata-eventDetail="industrySolutions" track-metadata-position="footer" > 	<a>	<a>
Industry solutions 	업종별 솔루션 	industry	업종별
</a>	</a>	</a>	</a>
</li>	</li>	</li>	</li>
<li class="devsite-footer-linkbox-item">	<li class="devsite-footer-linkbox-item">	<li>	<li>
<a href="https://cloud.google.com/solutions/#role-based-solutions-devops" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer DevOps solutions" track-type="footer" track-name="solutions" track-metadata-eventDetail="devopsSolutions" track-metadata-position="footer" > 	<a href="https://cloud.google.com/solutions/?hl=ko#role-based-solutions-devops" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer DevOps solutions" track-type="footer" track-name="solutions" track-metadata-eventDetail="devopsSolutions" track-metadata-position="footer" > 	<a>	<a>
DevOps solutions 	DevOps 솔루션 	devops	devops
</a>	</a>	</a>	</a>
</li>	</li>	</li>	</li>
<li class="devsite-footer-linkbox-item">	<li class="devsite-footer-linkbox-item">	<li>	<li>
<a href="https://cloud.google.com/solutions/#role-based-solutions" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer HR and recruiting solutions" track-type="footer" track-name="solutions" track-metadata-eventDetail="hrAndRecruitingSolutions" track-metadata-position="footer" > 	<a href="https://cloud.google.com/solutions/?hl=ko#role-based-solutions" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer HR and recruiting solutions" track-type="footer" track-name="solutions" track-metadata-eventDetail="hrAndRecruitingSolutions" track-metadata-position="footer" > 	<a>	<a>
HR and recruiting solutions 	인사 및 채용 솔루션 	hr	인사
</a>	</a>	</a>	</a>
</li>	</li>	</li>	</li>
<li class="devsite-footer-linkbox-item">	<li class="devsite-footer-linkbox-item">	<li>	<li>
<a href="https://cloud.google.com/solutions/#role-based-solutions-marketing" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer Marketing solutions" track-type="footer" track-name="solutions" track-metadata-eventDetail="marketingSolutions" track-metadata-position="footer" > 	<a href="https://cloud.google.com/solutions/?hl=ko#role-based-solutions-marketing" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer Marketing solutions" track-type="footer" track-name="solutions" track-metadata-eventDetail="marketingSolutions" track-metadata-position="footer" > 	<a>	<a>
Marketing solutions 	마케팅 솔루션 	marketing	마케팅
</a>	</a>	</a>	</a>
</li>	</li>	</li>	</li>
<li class="devsite-footer-linkbox-item">	<li class="devsite-footer-linkbox-item">	<li>	<li>
<a href="https://cloud.google.com/solutions/#role-based-solutions-smb" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer Small business solutions" track-type="footer" track-name="solutions" track-metadata-eventDetail="smallBusinessSolutions" track-metadata-position="footer" > 	<a href="https://cloud.google.com/solutions/?hl=ko#role-based-solutions-smb" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer Small business solutions" track-type="footer" track-name="solutions" track-metadata-eventDetail="smallBusinessSolutions" track-metadata-position="footer" > 	<a>	<a>
Small business solutions 	중소 기업 솔루션 	small	중소
</a>	</a>	</a>	</a>
</li>	</li>	</li>	</li>
<li class="devsite-footer-linkbox-item">	<li class="devsite-footer-linkbox-item">	<li>	<li>
<a href="https://cloud.google.com/solutions/" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer See all solutions" track-type="footer" track-name="solutions" track-metadata-eventDetail="seeAllSolutions" track-metadata-position="footer" > 	<a href="https://cloud.google.com/solutions/?hl=ko" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer See all solutions" track-type="footer" track-name="solutions" track-metadata-eventDetail="seeAllSolutions" track-metadata-position="footer" > 	<a>	<a>
See all solutions 	모든 솔루션 보기 	see	모든
</a>	</a>	</a>	</a>
</li>	</li>	</li>	</li>
</ul>	</ul>	</ul>	</ul>
</li>	</li>	</li>	</li>
<li class="devsite-footer-linkbox devsite-footer-linkbox-cloud">	<li class="devsite-footer-linkbox devsite-footer-linkbox-cloud">	<li>	<li>
<h3 class="devsite-footer-linkbox-heading">	<h3 class="devsite-footer-linkbox-heading">	<h3>	<h3>
Resources	자료	resources	자료
</h3>	</h3>	</h3>	</h3>
<ul class="devsite-footer-linkbox-list">	<ul class="devsite-footer-linkbox-list">	<ul>	<ul>
<li class="devsite-footer-linkbox-item">	<li class="devsite-footer-linkbox-item">	<li>	<li>
<a href="https://cloud.google.com/docs/" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer GCP documentation" track-type="footer" track-name="resources" track-metadata-eventDetail="gcpDocumentation" track-metadata-position="footer" > 	<a href="https://cloud.google.com/docs/?hl=ko" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer GCP documentation" track-type="footer" track-name="resources" track-metadata-eventDetail="gcpDocumentation" track-metadata-position="footer" > 	<a>	<a>
GCP documentation 	GCP 문서 	gcp	gcp
</a>	</a>	</a>	</a>
</li>	</li>	</li>	</li>
<li class="devsite-footer-linkbox-item">	<li class="devsite-footer-linkbox-item">	<li>	<li>
<a href="https://cloud.google.com/gcp/getting-started/" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer GCP quickstarts" track-type="footer" track-name="resources" track-metadata-eventDetail="gcpQuickstarts" track-metadata-position="footer" > 	<a href="https://cloud.google.com/gcp/getting-started/?hl=ko" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer GCP quickstarts" track-type="footer" track-name="resources" track-metadata-eventDetail="gcpQuickstarts" track-metadata-position="footer" > 	<a>	<a>
GCP quickstarts 	GCP 빠른 시작 	gcp	gcp
</a>	</a>	</a>	</a>
</li>	</li>	</li>	</li>
<li class="devsite-footer-linkbox-item">	<li class="devsite-footer-linkbox-item">	<li>	<li>
<a href="https://cloud.google.com/marketplace/" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer GCP marketplace" track-type="footer" track-name="resources" track-metadata-eventDetail="gcpMarketplace" track-metadata-position="footer" > 	<a href="https://cloud.google.com/marketplace/?hl=ko" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer GCP marketplace" track-type="footer" track-name="resources" track-metadata-eventDetail="gcpMarketplace" track-metadata-position="footer" > 	<a>	<a>
GCP Marketplace 	GCP Marketplace 	gcp	gcp
</a>	</a>	</a>	</a>
</li>	</li>	</li>	</li>
<li class="devsite-footer-linkbox-item">	<li class="devsite-footer-linkbox-item">	<li>	<li>
<a href="//gsuite.google.com/marketplace/?_ga=2.9626741.-1361126772.1534457455" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer G Suite marketplace" track-type="footer" track-name="resources" track-metadata-eventDetail="gSuiteMarketplace" track-metadata-position="footer" > 	<a href="//gsuite.google.com/marketplace/?_ga=2.9626741.-1361126772.1534457455&hl=ko" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer G Suite marketplace" track-type="footer" track-name="resources" track-metadata-eventDetail="gSuiteMarketplace" track-metadata-position="footer" > 	<a>	<a>
G Suite Marketplace 	G Suite Marketplace 	g	g
</a>	</a>	</a>	</a>
</li>	</li>	</li>	</li>
<li class="devsite-footer-linkbox-item">	<li class="devsite-footer-linkbox-item">	<li>	<li>
<a href="https://cloud.google.com/support-hub/" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer Support" track-type="footer" track-name="resources" track-metadata-eventDetail="support" track-metadata-position="footer" > 	<a href="https://cloud.google.com/support-hub/?hl=ko" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer Support" track-type="footer" track-name="resources" track-metadata-eventDetail="support" track-metadata-position="footer" > 	<a>	<a>
Support 	지원 	support	지원
</a>	</a>	</a>	</a>
</li>	</li>	</li>	</li>
<li class="devsite-footer-linkbox-item">	<li class="devsite-footer-linkbox-item">	<li>	<li>
<a href="https://cloud.google.com/docs/tutorials/" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer Tutorials" track-type="footer" track-name="resources" track-metadata-eventDetail="tutorials" track-metadata-position="footer" > 	<a href="https://cloud.google.com/docs/tutorials/?hl=ko" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer Tutorials" track-type="footer" track-name="resources" track-metadata-eventDetail="tutorials" track-metadata-position="footer" > 	<a>	<a>
Tutorials 	가이드 	tutorials	가이드
</a>	</a>	</a>	</a>
</li>	</li>	</li>	</li>
<li class="devsite-footer-linkbox-item">	<li class="devsite-footer-linkbox-item">	<li>	<li>
<a href="https://cloud.google.com/training/" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer Training" track-type="footer" track-name="resources" track-metadata-eventDetail="training" track-metadata-position="footer" > 	<a href="https://cloud.google.com/training/?hl=ko" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer Training" track-type="footer" track-name="resources" track-metadata-eventDetail="training" track-metadata-position="footer" > 	<a>	<a>
Training 	교육 	training	교육
</a>	</a>	</a>	</a>
</li>	</li>	</li>	</li>
<li class="devsite-footer-linkbox-item">	<li class="devsite-footer-linkbox-item">	<li>	<li>
<a href="https://cloud.google.com/certifications/" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer Certifications" track-type="footer" track-name="resources" track-metadata-eventDetail="certifications" track-metadata-position="footer" > 	<a href="https://cloud.google.com/certifications/?hl=ko" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer Certifications" track-type="footer" track-name="resources" track-metadata-eventDetail="certifications" track-metadata-position="footer" > 	<a>	<a>
Certifications 	인증 	certifications	인증
</a>	</a>	</a>	</a>
</li>	</li>	</li>	</li>
<li class="devsite-footer-linkbox-item">	<li class="devsite-footer-linkbox-item">	<li>	<li>
<a href="//developers.google.com" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer Google Developers" track-type="footer" track-name="resources" track-metadata-eventDetail="googleDevelopers" track-metadata-position="footer" > 	<a href="//developers.google.com?hl=ko" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer Google Developers" track-type="footer" track-name="resources" track-metadata-eventDetail="googleDevelopers" track-metadata-position="footer" > 	<a>	<a>
Google Developers 	Google Developers 	google	google
</a>	</a>	</a>	</a>
</li>	</li>	</li>	</li>
<li class="devsite-footer-linkbox-item">	<li class="devsite-footer-linkbox-item">	<li>	<li>
<a href="https://cloud.google.com/developers/startups/" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer Google Cloud for startups" track-type="footer" track-name="resources" track-metadata-eventDetail="googleCloudForStartups" track-metadata-position="footer" > 	<a href="https://cloud.google.com/developers/startups/?hl=ko" class="gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Footer Google Cloud for startups" track-type="footer" track-name="resources" track-metadata-eventDetail="googleCloudForStartups" track-metadata-position="footer" > 	<a>	<a>
Google Cloud for Startups 	스타트업을 위한 Google Cloud 	google	스타트업을
</a>	</a>	</a>	</a>
</li>	</li>	</li>	</li>
<li class="devsite-footer-linkbox-item">	<li class="devsite-footer-linkbox-item">	<li>	<li>
